Date,open,high,low,close
10/6/2023,726,731.3,715.8,729.7
10/9/2023,724.9,724.9,707.7,710.7
10/10/2023,723,734.5,717.8,733.5
10/11/2023,691,699.2,671.5,686.1
10/12/2023,689.8,690.3,673.3,675
10/13/2023,675,679.7,658.3,660.6
10/16/2023,666.9,672.8,657.7,667.1
10/17/2023,668.9,672.4,655.3,668.4
10/18/2023,671.6,677.8,665.9,667.7
10/19/2023,662,676.3,660.5,670.6
10/20/2023,660.6,670.4,659.3,664
10/23/2023,665,669.8,655,669.4
10/24/2023,676.6,683.5,670,681
10/25/2023,677,680.2,669,679.1
10/26/2023,674,674.1,664.9,668.4
10/27/2023,666.5,671.4,660.1,661.4
10/30/2023,668.8,676.8,663.4,671
10/31/2023,672,683.4,669.5,674.5
11/1/2023,678.5,679.7,668,675.3
11/2/2023,686.1,707.3,683.5,701.1
11/3/2023,706,711.5,700.3,702.8
11/6/2023,708,708.7,693.1,697.2
11/7/2023,695,699.9,691.3,697.5
11/8/2023,697.9,710.2,684.3,703.5
11/9/2023,705,718.2,702.3,714.4
11/10/2023,702,704.9,680.7,687.1
11/13/2023,693,693.1,683,688.5
11/14/2023,688.5,710.5,685.4,706.9
11/15/2023,713,726.6,712.4,719
11/16/2023,712,712.8,699.2,706.1
11/17/2023,707.3,715.5,705,711.6
11/20/2023,712.8,720.8,712.1,717.7
11/21/2023,708.3,711,702.7,704.1
11/22/2023,706.8,714.1,702.9,712.3
11/23/2023,714.7,714.7,707,711.6
11/24/2023,710.7,711.1,704.7,706.9
11/27/2023,708.1,710.2,696.4,697.3
11/28/2023,683,687,676.2,684.5
11/29/2023,684.6,696.9,682.5,690.5
11/30/2023,693.3,703.1,682.2,702.7
12/1/2023,690,705.1,689.2,699.2
12/4/2023,695.6,703.9,692.2,698.7
12/5/2023,698.7,715,697.7,713.2
12/6/2023,712.5,720.6,709.3,718.6
12/7/2023,714.6,716.7,710.5,715.6
12/8/2023,716.4,745.5,716.4,739.1
12/11/2023,739.1,744.9,736.2,740
12/12/2023,742.3,746.7,733,733.6
12/13/2023,720,742.2,720,734.5
12/14/2023,750,754.8,741.2,746.8
12/15/2023,749.8,755.3,745.6,748.4
12/18/2023,742.5,743.3,734,741.8
12/19/2023,741.3,746.6,731.4,745.5
12/20/2023,747.4,752,740.6,746.9
12/21/2023,741,744.3,735.5,743.4
12/22/2023,735.3,742.2,733.4,737.7
12/27/2023,738.5,743.6,733.7,735.4
12/28/2023,736.9,739.7,728.6,731
12/29/2023,733,738.3,732.2,733.6
1/2/2024,740,740.5,718.7,723
1/3/2024,718,720.4,692.8,695.4
1/4/2024,693.5,701,693.4,697.8
1/5/2024,690.7,694.1,680.6,688.9
1/8/2024,687.5,691.3,679.1,691.3
1/9/2024,691.3,695.5,679.8,680.7
1/10/2024,683.9,688.5,680.8,683
1/11/2024,688.9,690,672,672.2
1/12/2024,660,669.9,647.6,669.9
1/15/2024,671.9,676,665.9,669.2
1/16/2024,664.2,667,661.1,666.3
1/17/2024,656.4,658.7,644,647.4
1/18/2024,670,673.7,655.8,663.4
1/19/2024,668.2,669.1,653.5,659.4
1/22/2024,667,670.3,659,662.9
1/23/2024,670,671.7,664.5,670.4
1/24/2024,669.6,689.4,669.5,683.4
1/25/2024,685,689,677,685.3
1/26/2024,732,779.9,728.8,773.1
1/29/2024,769.5,779.6,767.8,776.3
1/30/2024,778.1,785.8,774.4,782
1/31/2024,780,781.4,770.1,773.6
2/1/2024,768.2,775.4,765.2,770.6
2/2/2024,772.5,783.1,772.5,778.1
2/5/2024,776.7,780.7,774.3,780.7
2/6/2024,780.5,784.6,771.2,779.5
2/7/2024,783.4,789.3,780.4,784.1
2/8/2024,786.2,806,783.2,804.5
2/9/2024,809,811.6,798.4,807.5
2/12/2024,809,821.9,808.8,821.9
2/13/2024,820.1,824.7,798.4,800.8
2/14/2024,791.7,804.3,784,802.6
2/15/2024,813.4,816.6,809.9,815.6
2/16/2024,818,830.3,815.7,815.8
2/19/2024,807.6,823.6,804,821.9
2/20/2024,816.9,824.5,813.6,820.2
2/21/2024,825,828,818.9,821.6
2/22/2024,826.3,840.4,821.5,840.4
2/23/2024,841.2,850.1,840,850.1
2/26/2024,841.9,846.8,839.2,842.2
2/27/2024,842.3,850.4,840.7,850.4
2/28/2024,848.6,850.4,842.2,847.7
2/29/2024,858,858.9,840,842.8
3/1/2024,838,850.2,837.5,846.4
3/4/2024,842.4,843,832.9,839.8
3/5/2024,837,838.1,825.4,829.1
3/6/2024,826.4,838.2,823,832.6
3/7/2024,827.2,843.7,820.8,839.8
3/8/2024,840,850.5,838.3,844.9
3/11/2024,838.8,850.4,838,850.4
3/12/2024,851.4,859,837.5,859
3/13/2024,853.3,869.6,851.6,867.2
3/14/2024,873.1,886.4,872.1,872.8
3/15/2024,867.2,873.8,860.8,862.3
3/18/2024,862.9,865,854.9,858.1
3/19/2024,852,860.2,844.6,860.2
3/20/2024,834,851.6,828.9,846.2
3/21/2024,856.1,857.9,840.7,847.9
3/22/2024,838.9,839.7,822.3,828.6
3/25/2024,825.2,826.8,812.8,825.5
3/26/2024,835,835,817.8,821.8
3/27/2024,821.9,830.3,816.6,830.3
3/28/2024,831.5,843,831.5,833.7
4/2/2024,833.1,843.1,818.6,821.8
4/3/2024,820.1,826.5,816,816
4/4/2024,816,822.1,810.4,819.4
4/5/2024,803.1,807.5,797.7,799.8
4/8/2024,795.7,808.2,793.9,807.3
4/9/2024,803.1,804.3,792,795.2
4/10/2024,803.2,803.9,782.4,793
4/11/2024,788.8,798.2,784.9,790.5
4/12/2024,797.2,801.7,775.3,781.2
4/15/2024,786.2,804.8,782,794.8
4/16/2024,783.4,795,780.1,781.8
4/17/2024,806.3,823.6,794.9,804
4/18/2024,804.1,808.8,792.6,796.8
4/19/2024,790.4,799.1,785,796.6
4/22/2024,802,805.7,792.5,796.8
4/23/2024,795,799.6,793.5,799.6
4/24/2024,794.5,810.8,792.5,800.2
4/25/2024,804.8,805.7,770.2,778
4/26/2024,789,797.7,784,792.2
4/29/2024,794.5,795,775.5,779.2
4/30/2024,779.9,781.6,772,774.4
5/2/2024,780,780.5,765,767
5/3/2024,773,791.5,770.5,782
5/6/2024,784.7,787,776.9,781.7
5/7/2024,787.8,790.8,777.8,789.4
5/8/2024,790,795.7,786,787.9
5/9/2024,785,789,778.1,789
5/10/2024,795.1,796.4,787,788.4
5/13/2024,792.6,793.1,782.1,782.6
5/14/2024,783.6,791.9,780.1,791.9
5/15/2024,790.7,790.7,773.1,789
5/16/2024,785.6,788.6,782.6,786
5/17/2024,782,790.6,779.2,783.2
5/20/2024,783.5,785.8,777.7,779.1
5/21/2024,777.7,778.8,767.7,768.1
5/22/2024,765.2,767,749.6,751.9
5/23/2024,751.8,755.8,749.7,752.8
5/24/2024,748,757.8,746.7,750
5/27/2024,750.3,756.2,748.5,756.2
5/28/2024,756.4,758.7,743.3,745.4
5/29/2024,742.8,744.1,724.2,724.2
5/30/2024,724.1,734.8,723.7,734.4
5/31/2024,734.2,738.8,731.7,734.9
6/3/2024,742.5,745,734.9,738
6/4/2024,740,744.5,735,735
6/5/2024,741.7,755,735.3,752.6
6/6/2024,758.1,767.4,756.5,762.7
6/7/2024,766.2,767.6,753.3,762.5
6/10/2024,750.6,753.1,738.1,746.3
6/11/2024,749.8,751.1,731.2,736.6
6/12/2024,737.4,743.8,732.2,735.4
6/13/2024,735.9,740.4,728,731.5
6/14/2024,726,729.7,707.6,711.4
6/17/2024,713.8,717.4,701,717.4
6/18/2024,723.7,726.7,707.9,710.1
6/19/2024,707,711.4,703.3,707
6/20/2024,707.7,715.8,706.2,713.6
6/21/2024,712.7,719.5,710.4,717.3
6/24/2024,718,730.2,716.7,726.5
6/25/2024,722.1,737.8,721.1,736.8
6/26/2024,738.6,741.8,720.3,727
6/27/2024,726.6,735.6,714.6,715.5
6/28/2024,714.4,717.8,709.4,713.6
7/1/2024,730.2,732.4,711.4,712
7/2/2024,711.9,714.7,703.1,709.6
7/3/2024,714,725.6,712.4,714.8
7/4/2024,719.8,722.3,717.4,719.8
7/5/2024,723.9,726,712.6,716.4
7/8/2024,711,719.3,695.7,695.7
7/9/2024,697,698.3,685.6,686.9
7/10/2024,688.5,700.1,685.4,697.6
7/11/2024,705.3,712.5,702,710
7/12/2024,714.2,728.9,713.8,724.8
7/15/2024,718.7,721.1,700.8,705.6
7/16/2024,702.1,703.7,692,692.1
7/17/2024,693.4,697.1,685,690.2
7/18/2024,698.6,699.7,690.3,690.3
7/19/2024,690,693.7,678,679.8
7/22/2024,685.3,696,684.8,692.1
7/23/2024,691.4,702.4,686.7,691.6
7/24/2024,661.2,672.7,646.5,659.4
7/25/2024,657,658.6,648.9,652.6
7/26/2024,650.6,666.3,650.2,663.1
7/29/2024,665.6,666.4,650.8,654.7
7/30/2024,656.6,661.9,650.8,652.4
7/31/2024,661,661.4,650.1,653
8/1/2024,647.7,649,639.5,642
8/2/2024,637.5,640.7,627.3,630.5
8/5/2024,621,626.5,611.5,624.3
8/6/2024,624,625.7,615.2,621.9
8/7/2024,627.4,635,621.1,631.4
8/8/2024,627.5,634,621.3,633.3
8/9/2024,635.2,642.3,632.4,636
8/12/2024,640,641.5,634.2,635.1
8/13/2024,639,640.5,625.6,634.2
8/14/2024,641.6,646.1,638.3,644.2
8/15/2024,644.3,659.4,641.1,656
8/16/2024,658.8,662,654.4,658.1
8/19/2024,660.9,676.3,660.1,674.5
8/20/2024,675.9,680,674.9,677.8
8/21/2024,675,681.5,675,678.8
8/22/2024,680.9,685.6,678,678
8/23/2024,678,681.4,673.4,681.1
8/26/2024,681.5,686,680.9,682
8/27/2024,683.9,686.4,668.3,669.8
8/28/2024,672.8,674.1,665.8,666.2
8/29/2024,667.8,677.6,667,677.4
8/30/2024,678.7,688,674.3,674.3
9/2/2024,670.9,673.4,662.2,673.2
9/3/2024,677.5,681.5,670,670.9
9/4/2024,652.6,659.8,641.3,642.6
9/5/2024,640.8,640.9,617.4,619.2
9/6/2024,619,622.2,612,612
9/9/2024,612,620.2,608.5,616.2
9/10/2024,614,620.8,610.6,612.4
9/11/2024,612.4,619.3,602.4,607
9/12/2024,616.7,617.5,603,606.8
9/13/2024,606,614.9,606,608.1
9/16/2024,608.3,613.5,603.2,603.6
9/17/2024,608.2,611.9,603.5,607.7
9/18/2024,608.9,609.5,595.9,595.9
9/19/2024,611,618.4,607.3,614
9/20/2024,606,606.9,591.9,591.9
9/23/2024,590,595.1,582.1,595.1
9/24/2024,616.9,623.3,609.9,614.1
9/25/2024,614,620.9,611.1,617.5
9/26/2024,646,678.5,643.5,678.5
9/27/2024,700,703.4,682.5,703.4
9/30/2024,699.4,707.8,687.6,688.5
10/1/2024,680,686.1,660.4,664
10/2/2024,669,676.1,661.3,668.4
10/3/2024,665.4,665.5,654.2,661
10/4/2024,658.3,669.2,656.3,661.9
10/7/2024,666,681.9,664.3,679.8
10/8/2024,639.3,659.8,633.4,655.5
10/9/2024,658.7,660.9,648.4,656.4
10/10/2024,656.4,659.3,651,655
10/11/2024,650,654.8,646.1,653.1
10/14/2024,651.6,652.2,632.3,637.8
10/15/2024,637.7,639,621.7,625.4
10/16/2024,587.9,610.5,578.8,602.4
10/17/2024,605.3,613.6,598.5,609.4
10/18/2024,615.2,630.8,615.2,623.2
10/21/2024,620.8,625.7,609.7,611
10/22/2024,612.4,619.7,609.3,616
10/23/2024,611.3,617.8,609.2,613.6
10/24/2024,613.2,635.6,613.2,628.7
10/25/2024,626.6,628.8,621.5,627
10/28/2024,632.4,639.5,628.2,632.1
10/29/2024,631.5,644.5,630,630.9
10/30/2024,624.1,625.9,608.6,618.1
10/31/2024,615,617.3,605.3,609.8
11/1/2024,610.7,614.1,608.4,611
11/4/2024,611,618.8,606.3,606.7
11/5/2024,610.6,610.8,599.3,602.6
11/6/2024,605.5,627.4,597.2,603.1
11/7/2024,601.7,623.6,599,619
11/8/2024,621.5,621.8,595.4,598.4
11/11/2024,601,606.7,597.6,599.5
11/12/2024,585.3,591.3,565.7,572.4
11/13/2024,571.9,578.4,569.9,574
11/14/2024,572,587.2,565.4,584.4
11/15/2024,581,591.5,579.7,586.3
11/18/2024,589.4,590.2,582.2,588.6
11/19/2024,588.4,591.5,569.2,577.3
11/20/2024,582.5,585.5,575.4,575.4
11/21/2024,570.2,576.2,566.9,574.9
11/22/2024,579.7,585.1,570.7,583
11/25/2024,593,600.1,590.3,592.5
11/26/2024,589.3,607.7,581.3,596
11/27/2024,591.7,595.2,586.7,590.1
11/28/2024,589.6,592.9,586,586.5
11/29/2024,584.9,593.1,583.4,592.5
12/2/2024,585.1,608.8,582.2,606.1
12/3/2024,610,620.2,605.4,609.2
12/4/2024,610.1,614.5,606.8,610.2
12/5/2024,606,614,604.7,609.2
12/6/2024,609.1,634.3,608.5,630.4
12/9/2024,640,658.8,640,652.6
12/10/2024,642,645.2,634.65,636
12/11/2024,631,645.8,628.6,643.8
12/12/2024,652.6,655,636.8,646
12/13/2024,642.9,648.6,636.2,639
12/16/2024,630.9,638.1,627.4,631.2
12/17/2024,627,640.5,625.7,635.6
12/18/2024,636.9,639.6,631.3,636.5
12/19/2024,624.4,633,623.8,627.5
12/20/2024,625.7,632.7,617.1,628.1
12/23/2024,626.3,629.5,623.5,629.2
12/24/2024,630.5,633.2,629.9,630.8
12/27/2024,630.6,638,630,635.6
12/30/2024,632.3,636.1,628,629.3
12/31/2024,625.6,637.7,623.1,635.5
1/2/2025,637.9,639.4,619.3,635.4
1/3/2025,635,635.8,609.6,611.3
1/6/2025,614.7,643.9,613.3,634.6
1/7/2025,636.3,646.2,632.4,644.5
1/8/2025,643.7,645,630.3,635.7
1/9/2025,630.3,649.1,629.7,648
1/10/2025,645.1,655,642.4,645
1/13/2025,642,648.6,638.6,646.4
1/14/2025,657.7,662.4,651,651
1/15/2025,648.4,653.4,637.2,637.2
1/16/2025,690,700.7,678,695.5
1/17/2025,691.1,699.5,685.6,690.1
1/20/2025,690,696.2,680.9,683.1
1/21/2025,684,701.3,683.1,701.3
1/22/2025,700,714.3,697.8,713.8
1/23/2025,715.1,721.4,708.9,720.6
1/24/2025,750,750,725.2,734.1
1/27/2025,735.2,754.8,728.6,754.8
1/28/2025,749.3,762.7,746.3,750.6
1/29/2025,720.5,722.2,700,713.2
1/30/2025,718.4,718.9,710.8,715.8
1/31/2025,716.9,718,698.8,703.5
2/3/2025,685.1,693.8,683.3,690.1
2/4/2025,692.3,695.3,682.9,692.7
2/5/2025,688,691.7,680,686
2/6/2025,684.8,699.4,679,696.9
2/7/2025,695,696,682.8,684.2
2/10/2025,684.4,687.1,678.8,685.3
2/11/2025,681.9,687.3,677.8,685.2
2/12/2025,687.9,691.1,672,687.8
2/13/2025,698.8,708.8,694.5,707.2
2/14/2025,720,723,711.1,713
2/17/2025,708,710.3,698.3,701.5
2/18/2025,705.2,707.6,699.2,705.1
2/19/2025,702.9,703.8,688.5,690.9
2/20/2025,685.6,699.6,685.5,695.5
2/21/2025,695.5,707.1,695.5,702.4
2/24/2025,701.4,701.9,688.5,692.1
2/25/2025,689.1,690.5,683.2,684.2
2/26/2025,694,706.9,692.6,700.3
2/27/2025,689,697.9,686,693.1
2/28/2025,683.5,694.9,680.2,694.9
3/3/2025,691.2,700.9,685,690.8
3/4/2025,680.9,682.9,662.1,667.4
3/5/2025,680.3,681.4,664.3,664.3
3/6/2025,669.8,669.8,646.3,653
3/7/2025,647.7,647.8,628.6,634.7
3/10/2025,636.2,640,624.7,630.3
3/11/2025,635.8,635.8,616.5,620.8
3/12/2025,624.5,625.4,605.6,611.8
3/13/2025,606,616.8,598.6,605
3/14/2025,604,619.4,600.1,605.1
3/17/2025,605.4,611.2,600,609.7
3/18/2025,612.6,616.2,608.2,610
3/19/2025,607.9,614.8,605.2,610.6
3/20/2025,605.6,611.2,601.1,604.5
3/21/2025,600.9,602.5,593.5,602.5
3/24/2025,605.7,609.4,595.7,596.3
3/25/2025,598,605.5,596.2,598.3
3/26/2025,599.2,600.1,591.8,594.5
3/27/2025,590.5,594.4,586.2,589.1
3/28/2025,584.7,590,580.8,587.1
3/31/2025,580,582,567.9,571.7
4/1/2025,579.1,579.3,572.1,575.1
4/2/2025,572.7,578,571.3,575.2
4/3/2025,561.7,563,541.3,542.9
4/4/2025,544.2,547.9,521.7,530
4/7/2025,500,539.6,482.55,507.6
4/8/2025,517.4,526.8,501.3,519.8
4/9/2025,496.7,510.6,494.15,498.4
4/10/2025,547.4,548,520.4,524.2
4/11/2025,528.2,532,512.8,524.4
4/14/2025,535,536,524.6,530.1
4/15/2025,501,502.4,484.75,488.65
4/16/2025,483,489,479.3,485.2
4/17/2025,482.1,493.3,480.95,485.6
4/22/2025,489.45,489.8,471.25,487.3
4/23/2025,492.35,515.1,491.85,500.3
4/24/2025,490.25,501.8,486.05,499.7
4/25/2025,504,506.5,497.25,498.8
4/28/2025,502.3,507.1,501.1,502
4/29/2025,499.7,503.2,489.3,489.3
4/30/2025,490.9,493.35,483.2,487.9
5/2/2025,496.2,497.8,485.95,495.85
5/5/2025,496.8,497.9,490.55,492.25
5/6/2025,492,492.95,484.4,489.1
5/7/2025,489.1,491,482,483.5
5/8/2025,485.8,496.7,482.35,487.3
5/9/2025,492.4,498.25,491.45,495.75
5/12/2025,509,536.4,508.3,530.5
5/13/2025,532,541.1,530.2,536.9
5/14/2025,537.9,537.9,521.2,525.2
5/15/2025,518.9,521,505.8,507.3
5/16/2025,506.6,510.7,499.25,503.9
5/19/2025,501.5,505.5,491.45,498.6
5/20/2025,499,505.6,492.8,504.9
5/21/2025,498.4,502.1,490.3,493.65
5/22/2025,486.15,491.95,477.6,485.1
5/23/2025,486.8,489.85,466.8,479
5/26/2025,487.05,488.7,480.25,483.45
5/27/2025,475.75,485,475.4,481.9
5/28/2025,485,486.1,481.7,483.65
5/29/2025,495.1,497.65,479.2,481.25
5/30/2025,481.1,483.5,477.15,478.25
6/2/2025,471.85,478.9,467.35,477.2
6/3/2025,475.8,477.75,466,473.6
6/4/2025,475,479.3,470.9,476.65
6/5/2025,481.15,483.95,467.7,470.1
6/6/2025,468,474.15,467.7,471.25
6/9/2025,471,477.35,470.45,471.55
6/10/2025,466.75,475.4,466.15,474.85
6/11/2025,476.85,482.75,470.5,470.6
6/12/2025,468,472.3,462.95,468.85
6/13/2025,460,463.25,457.25,461.4
6/16/2025,461.3,469.6,461.3,467.35
6/17/2025,461.4,467.25,459.15,460.7
6/18/2025,459.8,466.2,459.6,464.05
6/19/2025,456,459.8,450.55,452.55
6/20/2025,454.75,457,448.7,449.95
6/23/2025,445.7,451.3,444.02,449.8
6/24/2025,465.1,467.2,450,453.55
6/25/2025,453.65,456,443.85,444.8
6/26/2025,445.3,449.8,436.55,437.55
6/27/2025,441.1,449.3,440.3,449.3
6/30/2025,449.95,452.95,444.6,444.6
7/1/2025,446.5,469.05,446.5,469.05
7/2/2025,474.2,492.65,466.15,488.5
7/3/2025,495,495.25,485.05,485.9
7/4/2025,482.7,483.6,474.9,477.35
7/7/2025,478,479.15,470.6,475.35
7/8/2025,474.75,484.9,472.85,482.65
7/9/2025,483.35,484.75,479.7,483.15
